Timestamp,FPS,Delay_ms,TrackedFeatures,Pose_X,Pose_Z,Motion,Rotation
22:15:08.828,16.4,58.9,536,-43.6625,23.2441,Right,Tilt Up
22:15:08.885,17.5,55.0,536,-43.1040,23.7159,Up,Pan Right
22:15:08.946,16.5,58.5,536,-43.8038,24.4234,Right,Stable
22:15:09.010,15.5,62.2,536,-44.2218,25.1355,Right,Stable
22:15:09.063,18.9,50.7,536,-45.1865,24.8742,Up,Pan Right
22:15:09.118,18.3,51.8,536,-45.0523,24.9264,Up,Stable
22:15:09.179,16.3,57.8,536,-44.3929,24.1746,Right,Tilt Down
22:15:09.239,16.5,58.4,536,-44.0719,24.7724,Right,Tilt Down
22:15:09.290,19.5,48.8,536,-44.1821,23.9390,Right,Tilt Down
22:15:09.352,16.3,59.4,536,-44.6540,24.7802,Right,Tilt Up
22:15:09.415,15.7,61.4,536,-44.5179,23.8599,Right,Stable
22:15:09.478,16.0,60.3,536,-44.4922,22.9539,Right,Stable
22:15:09.536,17.2,55.8,536,-44.6163,22.1209,Forward,Clockwise
22:15:09.596,16.6,57.6,536,-45.4198,22.5655,Up,Stable
22:15:09.650,18.7,51.4,536,-45.9072,21.8750,Right,Stable
22:15:09.710,16.5,57.9,536,-46.8502,21.9351,Right,Stable
22:15:09.768,17.5,54.2,536,-46.6625,22.7443,Up,Stable
22:15:09.828,16.5,58.5,536,-47.4750,22.4373,Right,Stable
22:15:09.887,17.0,56.7,536,-48.2041,22.0259,Right,Tilt Down
22:15:09.947,16.7,57.6,536,-48.5071,22.6459,Right,Stable
22:15:10.000,18.7,51.4,536,-48.7690,22.7838,Right,Stable
22:15:10.051,19.6,48.1,536,-49.1536,23.5508,Forward,Counter-Clockwise
22:15:10.103,19.3,49.2,536,-48.9337,22.9269,Right,Stable
22:15:10.158,18.3,52.7,536,-48.8360,23.8463,Forward,Stable
22:15:10.211,18.7,50.6,536,-48.6687,24.8176,Forward,Counter-Clockwise
22:15:10.266,18.2,51.7,536,-48.9364,24.3879,Up,Stable
22:15:10.326,16.7,57.3,536,-48.7913,23.9409,Up,Stable
22:15:10.380,18.7,50.5,536,-48.7438,23.2276,Right,Tilt Up
22:15:10.441,16.3,58.5,536,-48.7090,23.5780,Right,Stable
22:15:10.495,18.5,51.8,536,-48.7043,23.7859,Right,Stable
22:15:10.549,18.5,51.0,536,-49.5200,24.3254,Forward,Stable
22:15:10.608,16.9,55.7,536,-49.7323,24.2736,Right,Tilt Up
22:15:10.664,18.1,53.0,536,-49.5817,23.5476,Forward,Counter-Clockwise
22:15:10.726,16.1,59.8,536,-49.6054,23.2382,Forward,Stable
22:15:10.788,16.2,59.3,536,-50.5970,23.3547,Right,Stable
22:15:10.847,17.0,56.6,536,-51.5614,23.2721,Right,Stable
22:15:10.910,15.7,59.9,536,-52.5006,23.5188,Right,Stable
22:15:10.972,16.1,58.1,536,-52.9869,23.8460,Right,Tilt Down
22:15:11.031,17.0,56.6,536,-52.5096,22.9685,Up,Pan Left
22:15:11.088,17.5,54.7,536,-51.9002,22.2418,Right,Stable
22:15:11.145,17.4,54.6,536,-51.1972,21.6632,Right,Tilt Up
22:15:11.204,17.1,56.4,536,-52.0317,22.1969,Forward,Stable
22:15:11.263,17.0,56.6,536,-52.1638,21.2372,Up,Pan Right
22:15:11.323,16.5,58.3,536,-51.9477,20.5975,Right,Tilt Down
22:15:11.383,16.9,56.8,536,-51.4306,20.9898,Right,Stable
22:15:11.446,15.8,60.6,536,-50.9703,21.1989,Right,Tilt Down
22:15:11.501,18.2,52.6,536,-51.7355,20.9216,Forward,Stable
22:15:11.563,16.1,58.9,536,-51.5911,20.0141,Right,Stable
22:15:11.620,17.5,54.8,536,-51.8890,20.7657,Up,Stable
22:15:11.676,17.8,52.9,536,-51.4121,19.9016,Right,Tilt Down
22:15:11.738,16.1,58.0,536,-50.9310,20.4969,Forward,Counter-Clockwise
22:15:11.792,18.6,51.3,536,-51.8964,20.2365,Up,Pan Left
22:15:11.853,16.4,57.5,536,-51.6466,20.1179,Right,Tilt Up
22:15:11.913,16.7,57.8,536,-51.7010,20.3964,Forward,Stable
22:15:11.972,16.7,57.6,536,-52.0909,19.6318,Up,Pan Right
22:15:12.029,17.5,54.9,536,-51.5927,19.7159,Right,Stable
22:15:12.085,17.9,53.1,536,-52.4675,19.2387,Forward,Stable
22:15:12.146,16.5,57.5,536,-52.1303,19.4290,Right,Tilt Up
22:15:12.206,16.6,58.0,536,-52.9892,19.9259,Forward,Clockwise
22:15:12.265,17.0,56.7,536,-53.4522,19.5527,Right,Stable
22:15:12.325,16.6,57.5,536,-53.8427,19.0053,Right,Stable
22:15:12.389,15.7,61.6,536,-54.3812,19.4086,Right,Tilt Down
22:15:12.448,17.0,56.7,536,-54.0898,20.3182,Up,Pan Left
22:15:12.511,15.8,61.2,536,-54.4428,19.9653,Right,Stable
22:15:12.568,17.7,54.2,536,-54.7217,20.9045,Forward,Counter-Clockwise
22:15:12.631,15.9,59.6,536,-55.0798,21.7187,Forward,Counter-Clockwise
22:15:12.692,16.4,58.7,536,-55.8558,21.7117,Right,Stable
22:15:12.748,17.7,53.9,536,-56.6571,21.1252,Up,Stable
22:15:12.801,19.1,49.3,536,-56.8363,20.4355,Up,Stable
22:15:12.854,18.6,50.3,536,-57.6949,20.3137,Right,Stable
22:15:12.918,15.8,59.7,536,-58.1376,21.1226,Forward,Stable
22:15:12.973,17.9,53.6,536,-58.5001,21.6047,Right,Tilt Down
22:15:13.034,16.5,57.6,536,-59.3083,21.0158,Right,Tilt Up
22:15:13.093,16.8,57.2,536,-59.3149,21.8653,Forward,Clockwise
22:15:13.148,18.4,51.2,536,-59.4231,22.6775,Forward,Clockwise
22:15:13.201,18.8,51.1,536,-60.1295,23.3658,Right,Tilt Up
22:15:13.255,18.5,50.8,536,-60.3430,24.2024,Up,Pan Left
22:15:13.314,17.1,54.8,536,-60.6432,25.1252,Right,Stable
22:15:13.366,19.0,49.9,536,-61.3444,25.5696,Right,Stable
22:15:13.424,17.4,54.4,536,-61.8119,26.2020,Right,Tilt Down
22:15:13.476,18.9,50.0,536,-61.9665,25.6525,Right,Stable
22:15:13.539,16.0,58.4,536,-62.4825,25.3450,Right,Tilt Down
22:15:13.596,17.4,55.2,536,-61.9336,25.4823,Forward,Clockwise
22:15:13.651,18.2,52.7,536,-62.6148,25.9433,Forward,Stable
22:15:13.710,17.1,54.8,536,-62.1370,26.7722,Up,Stable
22:15:13.769,16.9,55.6,536,-62.5443,26.8669,Right,Tilt Down
22:15:13.829,16.7,57.7,536,-62.6638,25.8921,Forward,Counter-Clockwise
22:15:13.888,16.9,57.1,536,-62.2251,25.2340,Forward,Clockwise
22:15:13.941,18.9,51.0,536,-61.6716,26.0669,Right,Stable
22:15:14.004,15.9,60.0,536,-61.7616,26.2612,Forward,Counter-Clockwise
22:15:14.067,15.8,60.2,536,-62.4737,26.7470,Right,Tilt Down
22:15:14.127,16.6,58.2,536,-63.4011,26.7543,Right,Tilt Down
22:15:14.192,15.4,62.5,536,-64.3143,26.7030,Forward,Clockwise
22:15:14.257,15.5,60.9,536,-63.8613,26.4851,Forward,Counter-Clockwise
22:15:14.309,19.2,50.4,536,-63.3370,25.6652,Up,Stable
22:15:14.367,17.1,55.3,536,-62.5986,24.9934,Up,Stable
22:15:14.422,18.3,52.1,536,-62.0778,24.1696,Right,Stable
22:15:14.474,19.0,49.8,536,-62.1115,23.3569,Right,Stable
22:15:14.539,15.4,62.5,536,-62.0857,23.2197,Forward,Clockwise
22:15:14.597,17.4,55.1,536,-61.4913,23.3074,Right,Tilt Down
22:15:14.652,18.2,51.6,536,-61.8641,24.2125,Up,Pan Right
22:15:14.713,16.3,59.0,536,-62.4005,23.5254,Forward,Counter-Clockwise
22:15:14.769,17.8,54.0,536,-61.6750,23.8379,Right,Stable
22:15:14.834,15.4,62.7,536,-60.9757,24.1372,Right,Stable
22:15:14.896,16.1,60.0,536,-60.7007,23.7485,Up,Stable
22:15:14.952,18.1,52.9,536,-60.4278,23.3396,Up,Stable
22:15:15.011,16.9,57.1,536,-61.2497,22.7830,Up,Pan Left
22:15:15.075,15.8,60.1,536,-62.0559,23.3624,Forward,Stable
22:15:15.125,19.9,47.9,536,-61.8507,23.3993,Right,Tilt Down
22:15:15.186,16.2,58.4,536,-60.8674,23.4470,Right,Tilt Down
22:15:15.247,16.4,58.8,536,-59.8715,23.4620,Right,Stable
22:15:15.300,18.8,50.9,536,-60.5590,23.7008,Up,Stable
22:15:15.356,18.1,52.5,536,-59.6590,23.5431,Right,Tilt Up
22:15:15.418,16.0,59.0,536,-59.0625,23.7999,Right,Tilt Down
22:15:15.479,16.5,58.3,536,-59.1332,23.5613,Right,Tilt Down
22:15:15.536,17.5,54.8,536,-59.4738,23.9513,Up,Pan Left
22:15:15.594,17.3,55.6,536,-60.2783,24.5082,Right,Tilt Up
22:15:15.645,19.5,47.6,536,-59.4263,24.9155,Up,Stable
22:15:15.696,19.4,49.4,536,-59.1077,23.9882,Right,Stable
22:15:15.759,16.0,58.9,536,-58.4485,23.2927,Up,Pan Left
22:15:15.820,16.3,59.1,536,-58.7646,24.2401,Up,Stable
22:15:15.884,15.6,61.7,536,-58.7854,23.5926,Backward,Stable
22:15:15.946,16.0,60.1,536,-58.6097,24.4987,Right,Stable
22:15:16.004,17.2,54.5,536,-59.4216,25.0617,Up,Pan Right
22:15:16.073,14.6,65.2,536,-59.9325,24.4782,Right,Tilt Down
22:15:16.133,16.6,58.0,536,-60.9278,24.5737,Right,Tilt Down
22:15:16.193,16.6,57.9,536,-61.5734,23.9090,Forward,Stable
22:15:16.254,16.2,59.7,536,-61.5591,23.4537,Right,Stable
22:15:16.312,17.3,55.0,536,-61.3530,24.4272,Backward,Stable
22:15:16.368,18.0,53.5,536,-61.8745,23.6390,Forward,Clockwise
22:15:16.434,15.0,63.1,536,-61.5611,23.2396,Right,Stable
22:15:16.493,17.0,56.7,536,-60.7198,23.0652,Forward,Stable
22:15:16.555,16.1,59.9,536,-60.8790,22.2843,Right,Tilt Down
22:15:16.615,16.7,57.5,536,-61.0451,21.2985,Backward,Stable
22:15:16.682,14.9,65.1,536,-60.9150,22.1882,Forward,Stable
22:15:16.743,16.6,57.8,536,-60.4463,22.9941,Forward,Stable
22:15:16.805,16.0,60.4,536,-61.0698,23.4184,Right,Tilt Up
22:15:16.864,17.0,56.2,536,-60.9418,22.4283,Forward,Stable
22:15:16.919,17.9,52.9,536,-61.1787,22.8841,Up,Pan Left
22:15:16.978,17.2,55.7,536,-61.9135,23.5500,Forward,Counter-Clockwise
22:15:17.034,17.9,53.4,536,-61.2813,24.2048,Forward,Stable
22:15:17.092,17.3,54.2,536,-61.6729,24.9211,Right,Stable
22:15:17.146,18.5,51.4,536,-61.9624,25.7823,Right,Stable
22:15:17.203,17.4,54.0,536,-62.0599,26.7040,Right,Stable
22:15:17.265,16.2,59.3,536,-62.6778,26.8293,Right,Stable
22:15:17.326,16.4,58.5,536,-62.0967,26.1651,Up,Stable
22:15:17.388,16.1,59.8,536,-62.6696,26.9243,Right,Stable
22:15:17.442,18.2,52.6,536,-63.0278,27.6320,Right,Tilt Up
22:15:17.502,16.7,57.8,536,-63.5830,26.8157,Right,Tilt Up
22:15:17.559,17.7,54.4,536,-64.4362,27.3347,Right,Stable
22:15:17.614,18.1,52.3,536,-65.3596,27.4244,Up,Stable
22:15:17.669,18.4,51.7,536,-65.0638,28.2802,Forward,Stable
22:15:17.729,16.5,57.5,536,-65.1305,29.0049,Right,Stable
22:15:17.788,17.0,56.8,536,-64.7385,29.6880,Forward,Clockwise
22:15:17.842,18.4,52.0,536,-64.1386,30.4616,Right,Tilt Up
22:15:17.900,17.4,54.6,536,-64.8408,30.1232,Forward,Clockwise
22:15:17.956,17.8,53.2,536,-65.4152,30.7490,Backward,Stable
22:15:18.016,16.8,56.1,536,-65.9832,30.0744,Right,Stable
22:15:18.079,15.8,60.9,536,-66.2740,29.1695,Right,Tilt Up
22:15:18.134,18.0,53.3,536,-66.5006,30.0661,Right,Stable
22:15:18.196,16.3,58.1,536,-66.9133,30.9009,Right,Stable
22:15:18.257,16.2,59.0,536,-66.4001,31.2989,Forward,Stable
22:15:18.310,19.0,49.7,536,-66.1174,31.9469,Forward,Stable
22:15:18.370,16.6,56.9,536,-66.8362,32.3137,Right,Stable
22:15:18.433,16.0,60.3,536,-66.8121,33.3114,Right,Tilt Up
22:15:18.494,16.4,59.0,536,-67.7013,33.0213,Backward,Stable
22:15:18.548,18.6,51.5,536,-67.0004,32.3835,Right,Stable
22:15:18.600,19.0,50.8,536,-67.6614,32.3197,Up,Stable
22:15:18.659,16.9,55.7,536,-66.9359,31.6979,Right,Stable
22:15:18.721,16.1,59.8,536,-67.0350,30.7913,Right,Stable
22:15:18.782,16.4,57.2,536,-66.4104,30.1334,Right,Tilt Up
22:15:18.844,16.3,59.2,536,-65.6477,30.4143,Right,Stable
22:15:18.902,17.1,56.4,536,-65.0056,31.1094,Right,Tilt Down
22:15:18.959,17.5,55.4,536,-64.3206,30.5198,Right,Stable
22:15:19.021,16.2,59.6,536,-63.5293,30.0704,Right,Stable
22:15:19.082,16.4,58.7,536,-62.8309,30.1218,Right,Stable
22:15:19.144,16.2,59.4,536,-62.3581,29.3865,Up,Stable
22:15:19.201,17.3,55.5,536,-61.6317,28.9224,Right,Tilt Down
22:15:19.257,17.9,53.7,536,-60.9913,28.5339,Forward,Counter-Clockwise
22:15:19.317,16.8,57.1,536,-61.8730,28.7883,Right,Tilt Up
22:15:19.376,16.9,57.0,536,-62.1164,27.8624,Up,Pan Right
22:15:19.435,17.0,56.1,536,-61.6533,28.7487,Right,Tilt Down
22:15:19.497,16.0,60.2,536,-60.8299,28.2881,Right,Stable
22:15:19.552,18.2,53.0,536,-60.0219,27.7511,Right,Tilt Down
22:15:19.614,16.3,59.2,536,-60.2297,28.5599,Right,Tilt Up
22:15:19.675,16.3,59.2,536,-61.0030,27.9259,Right,Tilt Up
22:15:19.728,18.9,50.6,536,-61.7898,27.8423,Forward,Counter-Clockwise
22:15:19.783,18.0,52.3,536,-60.9633,27.8135,Right,Tilt Down
22:15:19.831,20.8,45.8,536,-60.0607,28.2151,Right,Stable
22:15:19.888,17.5,54.0,536,-59.6793,28.8005,Right,Tilt Up
22:15:19.949,16.4,58.6,536,-59.8322,28.9399,Forward,Stable
22:15:20.011,16.3,59.2,536,-58.8427,29.0835,Right,Tilt Up
22:15:20.071,16.7,57.7,536,-59.7384,29.3669,Forward,Stable
22:15:20.132,16.2,59.4,536,-59.7093,30.3449,Up,Stable
22:15:20.192,16.9,57.3,536,-59.5606,31.3336,Right,Tilt Down
22:15:20.252,16.4,58.7,536,-59.1696,31.0652,Right,Tilt Up
22:15:20.310,17.3,54.2,536,-58.4450,30.8551,Right,Stable
22:15:20.369,17.0,56.4,536,-58.7187,30.1737,Up,Stable
22:15:20.432,16.0,60.5,536,-58.6048,30.9938,Forward,Counter-Clockwise
22:15:20.493,16.2,59.5,536,-59.5935,31.0131,Right,Tilt Down
22:15:20.543,20.0,47.9,536,-60.2483,31.1045,Right,Tilt Up
22:15:20.609,15.4,61.1,536,-60.6626,31.8788,Right,Stable
22:15:20.667,17.1,56.3,536,-61.2561,32.5813,Right,Stable
22:15:20.729,16.2,59.5,536,-61.6924,32.2002,Up,Stable
22:15:20.781,19.0,50.5,536,-62.2474,32.8954,Right,Tilt Down
22:15:20.841,16.7,56.9,536,-62.9188,32.1793,Right,Tilt Up
22:15:20.900,17.1,56.3,536,-62.5220,33.0491,Forward,Stable
22:15:20.960,16.5,58.6,536,-62.3774,33.8431,Forward,Stable
22:15:21.016,17.9,53.6,536,-62.3599,34.3445,Up,Pan Left
22:15:21.069,18.9,49.8,536,-62.1759,33.9165,Forward,Clockwise
22:15:21.128,16.9,57.0,536,-62.2996,33.1007,Right,Tilt Down
22:15:21.182,18.8,51.0,536,-62.2641,33.4926,Right,Tilt Down
22:15:21.240,17.2,54.6,536,-63.1000,33.1933,Forward,Counter-Clockwise
22:15:21.303,15.7,60.1,536,-62.7157,32.7409,Right,Stable
22:15:21.355,19.5,48.3,536,-62.2329,32.8475,Right,Tilt Up
22:15:21.408,18.8,50.2,536,-61.7097,33.6717,Right,Stable
22:15:21.465,17.5,53.7,536,-62.5516,33.7214,Backward,Clockwise
22:15:21.524,16.9,55.8,536,-61.6714,34.1550,Forward,Clockwise
22:15:21.579,18.3,53.0,536,-62.5987,34.1278,Forward,Stable
22:15:21.643,15.7,61.8,536,-63.4862,33.6687,Forward,Stable
22:15:21.694,19.5,48.9,536,-63.2394,33.6118,Right,Stable
22:15:21.746,19.2,49.2,536,-63.6328,32.6924,Up,Stable
22:15:21.799,18.7,49.8,536,-63.4569,32.7659,Right,Stable
22:15:21.855,17.9,52.3,536,-63.1379,32.4324,Right,Stable
22:15:21.918,15.8,61.3,536,-63.2543,31.5102,Up,Pan Left
22:15:21.978,16.8,57.3,536,-62.6235,31.5238,Forward,Clockwise
22:15:22.046,14.7,65.5,536,-63.2041,31.1111,Forward,Clockwise
22:15:22.110,15.7,61.5,536,-63.5893,31.9325,Right,Stable
22:15:22.169,16.7,57.6,536,-62.6512,31.8774,Forward,Counter-Clockwise
22:15:22.229,16.7,57.6,536,-63.1228,32.5569,Forward,Stable
22:15:22.288,17.0,56.7,536,-63.0563,31.8762,Backward,Stable
22:15:22.351,16.0,59.4,536,-62.9983,32.5502,Up,Clockwise
22:15:22.412,16.3,59.2,535,-62.9433,32.1472,Backward,Stable
22:15:22.477,15.3,63.1,535,-63.4878,31.8576,Up,Stable
22:15:22.541,15.7,61.4,535,-63.6770,32.6117,Left,Stable
22:15:22.606,15.4,62.8,535,-63.6033,33.3821,Forward,Clockwise
22:15:22.671,15.5,62.4,535,-62.9982,32.6735,Backward,Stable
22:15:22.733,16.0,59.7,535,-62.5884,31.8980,Backward,Stable
22:15:22.790,17.8,53.7,535,-63.0220,32.7492,Forward,Stable
22:15:22.851,16.4,58.5,535,-62.6057,31.8964,Backward,Stable
22:15:22.906,18.0,53.8,535,-62.2767,31.0258,Backward,Stable
22:15:22.972,15.2,62.4,535,-62.1950,30.1658,Right,Stable
22:15:23.030,17.3,55.0,535,-62.7951,30.7290,Forward,Stable
22:15:23.090,16.6,56.6,535,-63.4262,31.3536,Forward,Stable
22:15:23.155,15.4,61.2,535,-63.1376,31.3632,Right,Stable
22:15:23.213,17.2,55.8,535,-62.4409,30.6942,Backward,Stable
22:15:23.260,21.3,38.2,535,-63.1491,31.3555,Forward,Stable
22:15:23.303,23.3,39.3,535,-62.5619,31.5579,Up,Stable
22:15:23.345,23.3,39.0,535,-63.2647,32.2225,Forward,Counter-Clockwise
22:15:23.390,22.4,41.9,535,-63.7771,31.6590,Right,Stable
22:15:23.426,28.3,32.5,535,-63.4283,32.5962,Forward,Stable
22:15:23.469,23.0,40.4,535,-63.0656,33.5278,Forward,Stable
22:15:23.504,28.9,31.9,535,-63.6293,33.7825,Right,Tilt Up
